id,eventDate,startTime,isHome,result,opponent.id,opponent.imgUrl,opponent.name,season,school,schoolId,sport,sportId,school.shortname,school.score,opponent.score,result.margin,points.total
-0dFyZeTVLkllPzxtGnEp,2015-12-11,19:15:00,True,67 - 50,5YW8Aj2EfqWIZPYU-6m3P,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/pYPcJnu0qLnj5RsDSYwrn.jpg,Wootton High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,67,50,17,117
tabOPjwSVyxgRuhCqcpmh,2015-12-14,19:15:00,False,55 - 46,tl-oAE_kOGB20rmMSyKNF,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/I6IrH66_6AV4VtSc4VVjm.jpg,Richard Montgomery High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,55,46,9,101
AK2gOzna9yhxRp7OIUyZP,2015-12-16,19:15:00,True,60 - 32,FxsO-uGW5ieLmryYw4tPx,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,60,32,28,92
XINaiKA0U-icgzmFvQFz2,2015-12-21,19:15:00,False,52 - 41,NV91UL-NJFKJTs622FrAw,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/iBdWGEC8ooKMREXY_zTLa.jpg,Blair High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,52,41,11,93
G9Rx2i2XlHSnSNJsTRvhY,2016-01-08,19:15:00,False,56 - 50,xDve9NIyMMUgGTmtevivq,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/c95q6NXmA2mPi6T6tZo0z.jpg,Damascus High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,56,50,6,106
bcGGQxJK1LnU7j6Mbh-s0,2016-01-15,19:15:00,False,58 - 46,i_P4D-Pf_ZZ-P6v1DdjgD,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,58,46,12,104
Ds5S4N0JqlwI9GQrjAJHp,2016-01-21,19:15:00,True,65 - 59,fGvTz4Ygko3spfGJZccr7,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/y_8kLcDJN-V1kgVjjJdQT.jpg,Quince Orchard High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,65,59,6,124
VIxgkI9GWgqqwlrfAHYit,2016-01-30,12:00:00,True,57 - 35,bn9vWKDW5zhzEAxEYx6Dy,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/JWDFgbfufDRJXW8iogUGW.jpg,Watkins Mill High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,57,35,22,92
QBj3Radh3apfbKtqxnc9D,2016-02-01,19:15:00,True,74 - 29,O6rhuJNtfPun6OP3qAva7,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/1CnU24BGjrvVvZrjtbB-e.jpg,Seneca Valley High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,74,29,45,103
93hADJD1P3ZNDPAhAbSaF,2016-02-03,17:30:00,True,53 - 44,PwOpzyBOHXknyI-lx5aYW,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/c95q6NXmA2mPi6T6tZo0z.jpg,Damascus High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,53,44,9,97
kCIyqqoTCHr_oaAc9TBFI,2016-02-05,17:30:00,False,59 - 57,vdmmI4_hG2RIhF0U2eMn3,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/tsSjLI1pLVmm1hFJn581j.jpg,Gaithersburg High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,59,57,2,116
p_-8X2WkhyOPQBuJRaIRd,2016-02-09,17:30:00,True,68 - 31,GEjH8RIlQyn2C3uNVw2hs,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,68,31,37,99
ChVrkmRc4WgN12JXtSTnt,2016-02-22,19:15:00,False,59 - 41,Nm8Lrv-ZxwJT3o39K468X,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/9aOcBJAnGt8PGig1y_4ba.jpg,Blake High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,59,41,18,100
6zSmei7a2DZsbf3f9keoT,2016-02-26,19:15:00,True,76 - 58,zLC-Qs4_bj3ak46yC76SE,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,76,58,18,134
QUfHbU4dRjhPXcsiyFi_H,2016-03-01,18:30:00,False,70 - 30,vYTgEJAV29-jUQeyDghmM,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/y_8kLcDJN-V1kgVjjJdQT.jpg,Quince Orchard High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,70,30,40,100
AQTwqz5CphDWjC91XY8f-,2016-03-03,18:00:00,True,64 - 60,iL2XAhhliifUzQeM04leB,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/tsSjLI1pLVmm1hFJn581j.jpg,Gaithersburg High School,2015-2016,Clarksburg High School,5jegr8jl5C-tRBnXl_Ctd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Clarksburg,64,60,4,124
Wd4QExWhX0T2c_VTeZAen,2019-12-05,19:15:00,True,64 - 20,AtCdH2m35dzQcRvCKe_fv,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,64,20,44,84
41MTQMtaxwggXqpQoSDGj,2019-12-13,19:15:00,False,62 - 36,3F6u-zReeqHnznVa5GeuA,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/JWDFgbfufDRJXW8iogUGW.jpg,Watkins Mill High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,62,36,26,98
bDzq9JEqB-zgGM4qW4p4o,2020-01-08,19:15:00,False,58 - 53,-m32RgPM5wkc92XhzOiML,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,58,53,5,111
hGCVcsEgioh5vyJAv7ONd,2020-01-17,19:15:00,True,68 - 32,kL6psYB_1ieiynskENo4B,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,68,32,36,100
Y47_N11E9FsMF4DtcyIAf,2020-01-24,19:15:00,False,78 - 36,j2HSPtB-ksqUY0rgAf9Mn,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,78,36,42,114
1A6kdYw_NzgU3gAk7nu5i,2020-01-28,19:15:00,False,63 - 33,z7LthshNL5fdRGbl4YSxI,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,63,33,30,96
xqXYfIJBgY9BObDt0S_6n,2020-01-31,19:15:00,True,61 - 48,h0t9Zo3i-KC3aeUgkCnCw,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/I6IrH66_6AV4VtSc4VVjm.jpg,Richard Montgomery High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,61,48,13,109
BtG4CDMXAyKGS3bM01Psj,2020-02-03,19:15:00,False,58 - 14,tMANZxCnvUTKbch3gOOuK,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/lBUno0UdkxerRLbmFsljo.jpg,Magruder High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,58,14,44,72
X8UslY_TrFeA20ITHWyHE,2020-02-11,19:15:00,False,55 - 47,XpaWaDYBVlvJlm6JKGN6g,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/c95q6NXmA2mPi6T6tZo0z.jpg,Damascus High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,55,47,8,102
JrtEdhLDfbYIcne4_3SiF,2020-02-14,17:30:00,True,72 - 49,_vof_Ty3qA4FwiXLxFH4c,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2019-2020,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,72,49,23,121
ksQC7c1Znr6jKMaYBd1Yv,2013-12-13,19:00:00,False,75 - 21,ZaCDEtoDgqldNTMmbpNUU,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2013-2014,Richard Montgomery High School,GX-PKN4nKBn3oCm7cMI3n,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Richard Montgomery,75,21,54,96
YAGrN8qAr67nlxKLNIRSz,2013-12-14,11:45:00,True,57 - 39,4wM9-DCcajuKFHzh1ZwYi,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2013-2014,Richard Montgomery High School,GX-PKN4nKBn3oCm7cMI3n,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Richard Montgomery,57,39,18,96
eqqL2FHUVKkn3eJdP1Y3H,2014-01-17,19:00:00,True,49 - 37,K2xpV6zBYSYOozv0MdEJ7,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/LFg6lZObaPlJbDe25an_O.jpg,Sherwood High School,2013-2014,Richard Montgomery High School,GX-PKN4nKBn3oCm7cMI3n,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Richard Montgomery,49,37,12,86
_9OhfsLjIKHp8AjX2pmvu,2014-01-31,19:00:00,False,51 - 48,iqBOUl109Nt_kAAqiIDQW,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2013-2014,Richard Montgomery High School,GX-PKN4nKBn3oCm7cMI3n,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Richard Montgomery,51,48,3,99
fp6csWETH0bWDxtldp0lL,2014-02-07,19:00:00,False,41 - 35,Os7csDiXaTNFlz7M4UyuF,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/P73s_NZdcw3wDGFbXb0e5.jpg,Bethesda-Chevy Chase High School,2013-2014,Richard Montgomery High School,GX-PKN4nKBn3oCm7cMI3n,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Richard Montgomery,41,35,6,76
4NSYtoaiSNEsJWZCHu7ps,2018-12-11,19:15:00,True,46 - 42,rwsD3OXnEM9TpderVNgSo,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/um2dIAij8SEzDY3BT-luY.jpg,Poolesville High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,46,42,4,88
bWTUzTgy6AY1mua0s0o70,2018-12-14,17:30:00,True,64 - 41,q19ggDniKiMnH-pDCY4YK,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/tsSjLI1pLVmm1hFJn581j.jpg,Gaithersburg High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,64,41,23,105
WNZOdsjac59tSSMG_54iu,2018-12-18,19:15:00,True,63 - 45,piQXAR1wKP1ASewZEM0WV,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/IzK2d3obgCd21Xx6CNkCe.jpg,Rockville High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,63,45,18,108
Xi-gg146rlXaCxFzdsvaW,2019-01-07,19:15:00,False,55 - 42,Fe3KEAOd1SjtJlN2mHJmc,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,55,42,13,97
eATFpt12f2Sp50wTZBkle,2019-01-09,19:15:00,False,52 - 45,QoKpXNSU5sO4x5DIlXaZw,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/y_8kLcDJN-V1kgVjjJdQT.jpg,Quince Orchard High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,52,45,7,97
fN9EdjWA7wUx2DH3zaSjJ,2019-01-11,19:15:00,False,57 - 47,9Qv4E2Ee87DPaE7qCoC8g,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/G0CyBYS0TM010wbA6doXQ.jpg,Walter Johnson High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,57,47,10,104
IwXPZQHdLck0ajlvA48Eb,2019-01-18,19:15:00,True,69 - 21,K2bxJjrO45_3GqHucJxhT,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,69,21,48,90
xCpRBiHeV6E24AE2Nf75Y,2019-01-25,19:15:00,True,67 - 37,cm9g3zXSqaVjGlD5nOMv-,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,67,37,30,104
9cGmlK23pAMqXSkBl3w41,2019-01-31,19:15:00,True,59 - 28,CFVAIklBgpy8xVKbj4-NV,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,59,28,31,87
rDZJvtwIaOVEnZVP-AhzW,2019-02-08,19:15:00,False,62 - 33,Fn9OsxiJ27Gy2fvm1kahL,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,62,33,29,95
wG7znk_mp6TgnOuYE4YuJ,2019-02-11,17:30:00,True,58 - 34,0CePby1hqGyANQhMjCAVh,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,58,34,24,92
uBpuc8J7135jClQluq4yM,2019-02-15,19:15:00,False,51 - 47,2K6n7YTmq7tF_UPHA34yl,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/I6IrH66_6AV4VtSc4VVjm.jpg,Richard Montgomery High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,51,47,4,98
If_kTEsWQmDCyowdL6uJy,2019-02-22,19:15:00,False,66 - 46,E8UUNTX6VyDqjs88qcKdX,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/iBdWGEC8ooKMREXY_zTLa.jpg,Blair High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,66,46,20,112
HI-EYVdzyBnZarrL3m8A-,2019-03-01,17:30:00,True,56 - 21,rJFEbNIBn7fQZydwqQPOH,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,56,21,35,77
sXILaEsKMjIbrYzMYCFwr,2019-03-05,18:00:00,False,56 - 35,zc_WbYBsUjUafFBz8EB5f,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qFf54AijTKBsVQma42dCl.jpg,Whitman High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,56,35,21,91
Jw0OL4hao1PbttTa-l52b,2019-03-07,17:30:00,False,58 - 57,E9gLTZ_8-LirqM_dwjjm5,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/4XoW9iLzv-UEnDRBm5yD7.jpg,Churchill High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,58,57,1,115
wA4UMCBxHBpxDTJgZgx64,2019-03-09,15:00:00,False,50 - 33,IYbgAerB80E8PhAIzehs5,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/ml2B5x_HB373f2i7FF7hF.jpg,Clarksburg High School,2018-2019,Bethesda-Chevy Chase High School,xzY_6J9EGO6X_LWXOcXis,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Bethesda-Chevy Chase,50,33,17,83
HqpSPtfGcGVVm0cYPdGoV,2023-12-05,19:15:00,True,60 - 50,uBXFJO8bU6g2HAgNv1nh7,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/9aOcBJAnGt8PGig1y_4ba.jpg,Blake High School,2023-2024,Gaithersburg High School,kJdTe6T05rKsUeunHQrjl,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Gaithersburg,60,50,10,110
ZVXHVzISEmO58BQV-pWyM,2023-12-08,19:15:00,True,66 - 39,H5sCp0D44ZzkFER-QHL9S,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/JWDFgbfufDRJXW8iogUGW.jpg,Watkins Mill High School,2023-2024,Gaithersburg High School,kJdTe6T05rKsUeunHQrjl,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Gaithersburg,66,39,27,105
0ldUy3xhg9HKTgb3-bPME,2023-12-19,19:15:00,True,49 - 45,xuRGKA_l-l7LD-io7B4li,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/y_8kLcDJN-V1kgVjjJdQT.jpg,Quince Orchard High School,2023-2024,Gaithersburg High School,kJdTe6T05rKsUeunHQrjl,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Gaithersburg,49,45,4,94
r8R97zHz74FS4__OEj7wz,2023-12-21,19:15:00,False,44 - 40,vQbTZMrnj-HdyfvsUFdxI,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/lBUno0UdkxerRLbmFsljo.jpg,Magruder High School,2023-2024,Gaithersburg High School,kJdTe6T05rKsUeunHQrjl,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Gaithersburg,44,40,4,84
IgkZCn5cYgq7J8Z_zi5KL,2024-01-08,19:15:00,True,54 - 25,SIdwxTz3Cf6Y2odme1_jz,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2023-2024,Gaithersburg High School,kJdTe6T05rKsUeunHQrjl,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Gaithersburg,54,25,29,79
KbGFvHR0QL7icmITLU-2U,2024-02-13,17:30:00,False,54 - 38,X8Z8aAN96jbo03ifjTR8h,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2023-2024,Gaithersburg High School,kJdTe6T05rKsUeunHQrjl,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Gaithersburg,54,38,16,92
YpwQVqLbmLUi3juY0Hdrz,2018-12-06,19:15:00,True,49 - 36,WuWdJgJYxT060fvFEjS2J,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/IzK2d3obgCd21Xx6CNkCe.jpg,Rockville High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,49,36,13,85
Oto0OfuItzM3KulBdEbyY,2018-12-11,19:15:00,False,53 - 51,apFkkqvxD_Myz0BBWBNbk,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/ml2B5x_HB373f2i7FF7hF.jpg,Clarksburg High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,53,51,2,104
UNyluOR_MOWJuK1KDiQsb,2018-12-14,17:30:00,False,53 - 24,ehpIW38ealcBPLzv5iy53,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/lBUno0UdkxerRLbmFsljo.jpg,Magruder High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,53,24,29,77
dR_-ESq-b8-yy5UsOQpPE,2018-12-18,19:15:00,False,69 - 44,gc59tQ5SloFepsewNUs8Q,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/pYPcJnu0qLnj5RsDSYwrn.jpg,Wootton High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,69,44,25,113
XiMJnIZH-rtr4v0SoG4Z5,2019-01-02,19:15:00,True,60 - 46,1iltW4LywcqH92f840BT0,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,60,46,14,106
Di2p2mJDNKRQLK1zcERei,2019-01-05,14:00:00,False,61 - 39,iRk20kImkykEi08D-Dc6S,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,61,39,22,100
nWTKkKVFIvJYyWnreWV1m,2019-01-07,19:15:00,True,51 - 26,VRlhInhpDWv490dwEs8V9,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,51,26,25,77
bu2LB1kB2rJ8CoHIHW_yl,2019-01-09,19:15:00,False,59 - 52,qO5EuANIiTqNwMLghVsKg,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/tsSjLI1pLVmm1hFJn581j.jpg,Gaithersburg High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,59,52,7,111
RokheLcS_KKaaJ-Evvxd3,2019-01-11,19:15:00,True,59 - 48,USD4Vo1dVssKNxDXdRyg1,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/Qipwb9g0HJLPeIoLDbnfG.jpg,Paint Branch High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,59,48,11,107
jZ1I5ivXFjLea-Z-gNyvF,2019-01-18,19:15:00,False,51 - 46,AG-_9W5d6nFdefzePv6Ry,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/iBdWGEC8ooKMREXY_zTLa.jpg,Blair High School,2018-2019,Sherwood High School,sd7xKSsZeD3qwUGlFWjVy,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Sherwood,51,46,5,97
