id,eventDate,startTime,isHome,result,opponent.id,opponent.imgUrl,opponent.name,season,school,schoolId,sport,sportId,school.shortname,school.score,opponent.score,result.margin,points.total
Cy5lPutA0c9bSPr-pJPWm,2018-01-11,19:15:00,False,49 - 47,JnBeon1IB0wDZAN-K7bpQ,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,49,47,2,96
arCDaXuc2DTmQwroXsYRL,2018-01-16,19:15:00,True,54 - 38,zTmSOqbYxpmCiXrpiv5Ye,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,54,38,16,92
BzSepxUD1QUZPVBRYFE63,2018-01-19,19:15:00,False,61 - 34,PlssZn195d1gXth8tmrdM,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/LFg6lZObaPlJbDe25an_O.jpg,Sherwood High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,61,34,27,95
JLkVKm_v1vofaeXs2MseX,2018-01-23,19:15:00,True,70 - 36,gcEgelj863jNSJ5JuqbhY,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,70,36,34,106
XRnxu8zFmfHn7_zWqtips,2018-01-26,19:15:00,False,46 - 40,rcE8U3HGXc5rGC07Skv9j,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qFf54AijTKBsVQma42dCl.jpg,Whitman High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,46,40,6,86
2RADLPMCwKdLD8MKQOh1o,2018-01-29,19:15:00,False,49 - 34,AAj69cIpCqxFsyLTCKUON,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,49,34,15,83
N3A9QBsmI22GMu1pCqABi,2018-01-31,19:15:00,True,71 - 44,qQEoOIEL14ZdITitRxjmK,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,71,44,27,115
TpJIifeqWLjU-3HDPSx3B,2018-02-13,18:00:00,True,50 - 32,_FgcyPosvEp6DGeSTHqmR,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/9aOcBJAnGt8PGig1y_4ba.jpg,Blake High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,50,32,18,82
7fIDN7fxjyaPw_vUjTJ6I,2018-02-16,17:30:00,True,58 - 10,QZhl8PQz2kx2w9WoqA1nv,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,58,10,48,68
5otN190Dpatq8YInObRfL,2018-02-27,18:00:00,True,59 - 47,e6-rEVjPlCe988IjFEnVr,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/LFg6lZObaPlJbDe25an_O.jpg,Sherwood High School,2017-2018,Blair High School,oaXnJhMeoaDUQEiV860hp,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Blair,59,47,12,106
1Kd0WA0v8hvUDID3ZCc4i,2014-12-15,19:00:00,False,57 - 41,oUfQlxHp3SHP3dl2CdcTo,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,57,41,16,98
9Khj06JLHhqO55Xf9Fh8V,2014-12-17,19:00:00,True,57 - 40,viiSrxuhf-WR5uwizbSuG,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/tsSjLI1pLVmm1hFJn581j.jpg,Gaithersburg High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,57,40,17,97
7sk4XZ_7pheWnqf2U8lG1,2014-12-22,19:00:00,True,57 - 37,_CAFjjNOuD0vcxK8pTOak,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/iBdWGEC8ooKMREXY_zTLa.jpg,Blair High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,57,37,20,94
As0GVQWvMX4zB_dg9K3yc,2014-12-29,17:30:00,True,62 - 23,ZvbcfuW9OW6aGOruNAubn,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/1CnU24BGjrvVvZrjtbB-e.jpg,Seneca Valley High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,62,23,39,85
iN0qTba16xu7QdzYU_5JZ,2015-01-09,19:00:00,True,56 - 44,Z9VXTccL41akvs3UeyZ4e,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/P73s_NZdcw3wDGFbXb0e5.jpg,Bethesda-Chevy Chase High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,56,44,12,100
N33UlDfIgLeB3RPffsmPT,2015-01-16,17:15:00,False,45 - 24,OB_fdvvnvsus0ACNAdaPD,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/I6IrH66_6AV4VtSc4VVjm.jpg,Richard Montgomery High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,45,24,21,69
vo0NzyLLrHOT9PvMXrneT,2015-01-20,19:00:00,True,62 - 57,a2NSCiGB_GYFgwk_JMOTd,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/lBUno0UdkxerRLbmFsljo.jpg,Magruder High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,62,57,5,119
yWCf-4Nnox5sJKyGeKKSW,2015-01-22,19:00:00,False,60 - 48,rXw1sVS_XQlhsOQTtNCtf,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/G0CyBYS0TM010wbA6doXQ.jpg,Walter Johnson High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,60,48,12,108
OxPGsphPKTcMemUZe7JiY,2015-01-23,19:00:00,False,65 - 43,5wJx0uustd36psVQJXvJh,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,65,43,22,108
RAX9LWf--73bYeU22o4fQ,2015-01-28,19:00:00,True,54 - 42,InQx0qirBtZ9-lKTSSzUZ,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/c95q6NXmA2mPi6T6tZo0z.jpg,Damascus High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,54,42,12,96
aH6pp-Uv29MiCf5ZbaWws,2015-01-30,19:00:00,False,55 - 47,msl_zROAPNFVWuLbzCZn5,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/um2dIAij8SEzDY3BT-luY.jpg,Poolesville High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,55,47,8,102
1ysccxvE8rb3tY5mpL0z-,2015-02-06,17:15:00,False,55 - 37,c8nNJgYLYXMxnFuUOaEwi,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/iBdWGEC8ooKMREXY_zTLa.jpg,Blair High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,55,37,18,92
en02EcL0GYeI1fcaTnSxK,2015-02-10,17:15:00,True,48 - 45,RsPBhkWnPIgfwTZuYDsGl,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/G0CyBYS0TM010wbA6doXQ.jpg,Walter Johnson High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,48,45,3,93
AWWJZ0YpiVJtp1MKg4vaw,2015-02-13,17:15:00,False,43 - 40,Bt7HX0sODjNdhbfsaGNEH,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/P73s_NZdcw3wDGFbXb0e5.jpg,Bethesda-Chevy Chase High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,43,40,3,83
8s873Teje5PonYWn3JZfo,2015-02-19,17:15:00,True,50 - 39,3qPNzLNP296VrC73Vp0En,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/I6IrH66_6AV4VtSc4VVjm.jpg,Richard Montgomery High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,50,39,11,89
CMtH3QMiJ0ahs12fB1P2F,2015-02-23,19:00:00,False,65 - 63,wve-KKntloDOcdl8NpjyL,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/JWDFgbfufDRJXW8iogUGW.jpg,Watkins Mill High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,65,63,2,128
6MkSLMIP8mgo33gajDVuq,2015-02-27,19:00:00,True,75 - 34,EaxDF4EIhmFwLs-_6Hxim,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2014-2015,Churchill High School,6wxp0InKebkEtXKSAw8Ge,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Churchill,75,34,41,109
CAZidViWohji1yX_I-NCZ,2022-02-18,17:30:00,True,35 - 30,Zz6luhVgx3-K02BKXHZIT,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/JWDFgbfufDRJXW8iogUGW.jpg,Watkins Mill High School,2021-2022,Northwest High School,HCm4bFyh8vITiZpz-Hm2D,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Northwest,35,30,5,65
gWQhTOoAKShsrWaS9h4_i,2023-12-08,19:15:00,False,58 - 43,GIU2RmQcEl2j5XPg7aUMy,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/9aOcBJAnGt8PGig1y_4ba.jpg,Blake High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,58,43,15,101
jIKrDnAK-ig5ZsYRPzvLK,2023-12-13,19:15:00,False,43 - 21,Lrl6RvF0YdcS6Z8RYotO2,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/_Z28QTccRtjg7I09AaZmp.jpg,Springbrook High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,43,21,22,64
EJDueVwkB4a4XximQMIQP,2023-12-15,19:15:00,True,37 - 29,OW1QY5G3edtpMS4hLvzVG,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/4XoW9iLzv-UEnDRBm5yD7.jpg,Churchill High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,37,29,8,66
xbsXjb4rTJEzlU95WmdE8,2024-01-12,19:15:00,False,60 - 22,jhaNKQFgYPBaqPk3t2xGR,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,60,22,38,82
GtI_F1w52IkkTMIqTmWIC,2024-01-18,17:30:00,True,40 - 23,TlEClBj23x388DywRmRZn,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/IzK2d3obgCd21Xx6CNkCe.jpg,Rockville High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,40,23,17,63
zEPHewplf-uNLOATdNQC-,2024-01-29,19:15:00,False,75 - 19,Bl-ES6PMNGP4NlUfP9xbY,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,75,19,56,94
YE5pd6oQhBeES8DLF_21L,2024-02-02,17:30:00,True,52 - 27,WCd4tg5jSFxw8MVVeCQe0,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/tsSjLI1pLVmm1hFJn581j.jpg,Gaithersburg High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,52,27,25,79
vuHwEz60QArOHiI_lkO_a,2024-02-16,17:30:00,True,43 - 30,6IwJYI1Ms22Xetpvb3qoy,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,43,30,13,73
dbfrDT6BX1Z83Vd0C3kQx,2024-02-20,18:00:00,True,39 - 34,t_hcN1JjGRZcnL-Bwj31n,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2023-2024,Quince Orchard High School,UtpA-FBeSHz9q5tVLQOM-,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Quince Orchard,39,34,5,73
nU3IDPmAHHfClJkMNNouE,2023-12-08,19:15:00,True,57 - 43,R49ep5TyxzgbHj7a5p-aV,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qxKFezeGciSyMwLpUHUrA.jpg,John F. Kennedy High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,57,43,14,100
WlvRetZogQ-VBe0za7zZU,2023-12-13,19:15:00,False,61 - 19,vMUGC3XNPxkP-DyqDyRnE,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/tsSjLI1pLVmm1hFJn581j.jpg,Gaithersburg High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,61,19,42,80
mJvJf_Mmi_Ec7KG6GSx7G,2023-12-15,19:15:00,True,63 - 60,37KTMmKqxP6fUHvE3D78p,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/ml2B5x_HB373f2i7FF7hF.jpg,Clarksburg High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,63,60,3,123
epbFSQtk6xXXTW6eQPj4Z,2023-12-21,19:15:00,True,49 - 48,PTnw5Rx7VxE2S8YGTkKvp,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/pYPcJnu0qLnj5RsDSYwrn.jpg,Wootton High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,49,48,1,97
c2__8gyoBS_3YsfcgKVcu,2024-01-08,19:15:00,False,53 - 13,QotGjEhdcMhcVqhOWjYwr,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,53,13,40,66
3j4h1D-gdaNIpEohZVLBc,2024-01-12,19:15:00,True,67 - 36,kH7midCtfUrSDdcZqWTP6,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/4XoW9iLzv-UEnDRBm5yD7.jpg,Churchill High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,67,36,31,103
4MH3m5z9agW9waZWkAVru,2024-01-22,19:15:00,True,66 - 49,uTdw4IFEI3E5nGpwBfRNV,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/Qipwb9g0HJLPeIoLDbnfG.jpg,Paint Branch High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,66,49,17,115
ObWqCl-M-bJ-XtXFXu_fI,2024-01-23,19:15:00,True,62 - 37,_E9EIETF0swu-Eu9bEyMg,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,62,37,25,99
kWCHy4QjBCWm5iJC1kKU-,2024-01-26,19:15:00,False,56 - 27,rPlcLiRIBlrx0j-pM0etA,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/vhzZUi-gep6HOC9MbgGTM.jpg,Northwest High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,56,27,29,83
D5MK_Ggb-xWv0u3djAvAY,2024-01-30,19:15:00,True,47 - 25,sr-tebYb7t5lBFkR959si,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/lBUno0UdkxerRLbmFsljo.jpg,Magruder High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,47,25,22,72
sRAv9aVL-2cNFPW83qm1R,2024-02-05,17:30:00,False,46 - 44,FIlZ7L4xyvwEhtF6sDgXd,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/pYPcJnu0qLnj5RsDSYwrn.jpg,Wootton High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,46,44,2,90
qMDUOpQbeDnayjffhVo80,2024-02-09,17:30:00,True,46 - 42,VyXAmE2Hl-oOPPiMy8KWF,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/qFf54AijTKBsVQma42dCl.jpg,Whitman High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,46,42,4,88
1iibyoR-R-p1xQgvefU2-,2024-02-13,18:00:00,True,51 - 45,ly2_IIaPqBNa0ULmxus0U,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/y_8kLcDJN-V1kgVjjJdQT.jpg,Quince Orchard High School,2023-2024,Walter Johnson High School,DMHRSZNfPVXV2vOUiig1r,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Walter Johnson,51,45,6,96
nOqyk10QCQU3YoJ3B9mky,2014-01-06,17:15:00,False,37 - 25,FSvaR6X4SF6loO-fHnHQI,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2013-2014,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,37,25,12,62
R0ObuKCkPXy5xKwPlvaBC,2014-01-08,19:00:00,True,49 - 35,sVkVLnK4DecbQjYhbk4lK,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2013-2014,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,49,35,14,84
ap_9y9tq5LKKz5UOylyiV,2014-01-17,17:15:00,True,63 - 22,0v4MggLpNe_JcooWlQSrq,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2013-2014,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,63,22,41,85
iB_PJ_RkjTBP41QXZtawf,2014-01-31,19:00:00,True,46 - 26,Q6GpnEgU6kO4rpgtsfBkE,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2013-2014,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,46,26,20,72
HnU9x2F2Tr6aOlZ_FSU0o,2014-02-04,19:00:00,False,41 - 36,YVlC1q3RHp60UrmW9qsJB,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2013-2014,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,41,36,5,77
_RxFciPI8Ekk47FjYcI1T,2014-02-15,11:45:00,False,55 - 51,yS4d8RGiIsUZTcmLR6Ebt,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/y_8kLcDJN-V1kgVjjJdQT.jpg,Quince Orchard High School,2013-2014,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,55,51,4,106
d1RMP_eeCx2BaNrK1CzHM,2014-02-18,19:00:00,False,52 - 37,0cxROuXkfQ4QKLM78mgn6,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/yHgaB4uaNVkU_1xRbrMiH.jpg,Northwood High School,2013-2014,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,52,37,15,89
C5XxJZ7lf3eNLL27Pkzzf,2015-12-29,17:30:00,True,50 - 47,vgmu7TfoGfFo__pOgIkuD,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/lBUno0UdkxerRLbmFsljo.jpg,Magruder High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,50,47,3,97
qV3ypzfpleGBdBNoyQ4-E,2016-01-05,19:15:00,False,51 - 48,-5fzE-PyHhwYV7mkZPeh8,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/I6IrH66_6AV4VtSc4VVjm.jpg,Richard Montgomery High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,51,48,3,99
JiMTVo-mJHFDCVeIkBqVk,2016-01-21,19:15:00,True,46 - 39,szkbVGzPSrShYtf5n2xd4,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/G0CyBYS0TM010wbA6doXQ.jpg,Walter Johnson High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,46,39,7,85
-BtXcT483EzYHlPoOfKP1,2016-02-01,19:15:00,False,53 - 38,Kybfqe7EA-dwFOnnaOR2d,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/6Q31Twb8iGiFfC-K18ZVP.jpg,Einstein High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,53,38,15,91
kJWJA4lTAZV7ZKbL5rXax,2016-02-05,17:30:00,True,53 - 38,3YNzDaYdq2wzuwn432Vn7,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/I6IrH66_6AV4VtSc4VVjm.jpg,Richard Montgomery High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,53,38,15,91
b4z400ZPMt91KzLj9FdBH,2016-02-08,18:00:00,True,61 - 44,JuHjdsNWfMwaKt2ocBoUW,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,61,44,17,105
DXImLhEf_KeqaTthY0yFw,2016-02-19,17:30:00,True,50 - 47,OqlUqR0m6vnn1sRytk4x6,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/IzK2d3obgCd21Xx6CNkCe.jpg,Rockville High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,50,47,3,97
PiztD_v30BOo3jWiMXNu-,2016-02-22,19:15:00,False,54 - 48,a49qd2htxWWQCEMQWBntp,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/LFg6lZObaPlJbDe25an_O.jpg,Sherwood High School,2015-2016,Wootton High School,mE2C7u4uGCXGt1Fuc3hEA,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Wootton,54,48,6,102
e1biLjvblVskbu33rU84E,2015-12-14,19:15:00,True,43 - 38,DqdfxE7frl_3OY8hy9DwK,https://county-sport-zone-school-images.s3.us-east-2.amazonaws.com/3V_VWIiTxQFoMBvc5hbh8.jpg,Wheaton High School,2015-2016,Watkins Mill High School,aAM72iZDL5ZNJPkjfDxBd,Basketball Girls Varsity,eQdqCMa_TPcb1dXScC9hb,Watkins Mill,43,38,5,81
